dow ends about 190 points higher sp 500 closes near record as nafta deal sparks rally 
3 dow jones stocks to buy today 
dows nearly 280point surge puts it on track for best day in more than 6 weeks 
stocks close mostly higher on new uscanada nafta deal 
october is a good month for the dow its even better during a midterm year 
dow ends about 190 points higher sp 500 closes near record as nafta deal sparks rally 
3 dow jones stocks to buy today 
dows nearly 280point surge puts it on track for best day in more than 6 weeks 
stocks close mostly higher on new uscanada nafta deal 
october is a good month for the dow its even better during a midterm year 
