dow ends about 190 points higher sp 500 closes near record as nafta deal sparks rally 
3 dow jones stocks to buy today 
dows nearly 280point surge puts it on track for best day in more than 6 weeks 
stocks close mostly higher on new uscanada nafta deal 
october is a good month for the dow its even better during a midterm year 
the 5 best dow jones stocks to buy now 
5 top trades for wednesday stitch fix plunges as dow makes new highs 
dow notches 14th record of 2018 as index shakes off italian drama nasdaq and sp 500 lag 
intel is leading the dow while amd slips 
retail stocks sink as amazon raises hourly pay dow sets new record high 
