dow jone cut loss amid bullish move 2 blue chip soar 
dow jone plung stock market correct deepen 
stock pare big loss index undercut low 
dow race back 500point plung 
market warn 14 19 bearish signal trigger bank america say 
us stock rattl two industri giant warn troubl 
dow end 125 point downbeat finish beli signific turnaround stock 
