us stocks mixed at close of trade dow jones industrial average up 015 
stocks close mostly lower as fears of rising interest rates linger 
the nasdaq is getting crushed heres why 
stock market news for oct 8 2018 
dow stages powerful reversal to end higher but tech stocks sink a 3rd session in a row 
