saudi stock plung fear sanction khashoggi 
tell us think spark next big market move 
asia market wall street uschina trade war currenc focu 
bear bull five reason claw thunder 
us stock anomali global market anymor 
safe haven rise westsaudi tension world stock fall 
global stock fall investor put trust brazil 
bad tradeoff emerg market face 
nyc councilman aim regul use facescreen technolog 
