us stock close lower dow drop nearli 1400 point 2 day 
stock plung wide sell dow jone averag drop anoth 545 point 
dow jone drop start next stock market crash 
dow jone fall show 3day loss 1400 point 
dow jone fall show 3day loss 1400 point 
stock market slump second day dow drop 500 point 
dow tumbl 500 point bring 2day loss 1300 point 
dow plummet second straight day nasdaq flirt correct 
dow drop 500 point stock market extend slide follow wednesday plung 
us stock fall bank see loss 
