the 5 best dow jones stocks to buy now 
5 top trades for wednesday stitch fix plunges as dow makes new highs 
dow notches 14th record of 2018 as index shakes off italian drama nasdaq and sp 500 lag 
intel is leading the dow while amd slips 
retail stocks sink as amazon raises hourly pay dow sets new record high 
